"HH_CODE_OLD","HH_CODE","b002","oblast","region","priz","hsize","child14","child5","Nempl","hhhsex","hhhage","hheduc","hhhst","hhhempl","hhhwt1","hhhwt2","xf1","xf2","xf3","xf4","xf5","xf6","xf7","xf8","xf9","xf10","xf11","xf12","xf13","xf14","xf15","xnf1","xnf2","xnf3","xnf4","xnf5","xnf6","xnf7","xnf8","xnf9","xnf10","xnf11","xnf12","xnf13","xnf14","xnf15","xnf16","xnf17","xnf18","xnf19","xh1","xh2","xh3","xe1","xe3","xe31","xe6","xe7","xe8","xe9","xe10","xe11","xu1","xu2","xu3","xu4","xu5","xu6","xu9","xu10","xu11","xu13","xa1","xa2","xa3","xa4","xa5","xa6","xa7","xeout","xtax","xother","xalim","xbuild","xhelp","xserv","cdur","y1","y2","y3","y41","y42","y43","y44","y45","y46","y5","y6","y7","y8","y9","y10","y11","y12","y13","toty","xf","xnf","xh","xe","xu","xa","cf","cnf","cserv","totx","totc","pcc","pccx","pccf","decilc","quintilc","quartilc","decilx","quintilx","quartilx","one","pline_dc","f_linec","pindex","one2","meanpi","cpi","pccddc","cpsc","fpsc","pgc","p2c","fpgc","fp2c"
21260,127073124,1,41702,1,2,6,2,0,2,1,73,7,4,0,0,0,18684.5166565423,3027.62727282035,12123.21402,1588.07741060382,5782.27028142857,1291.9206708632,2597.03273304426,4541.48257444752,1578.97467961672,4916.69638799184,425.1815383,0,637.282338681448,0,879.910695,0,2855,1770,405,360,11000,0,90,309,0,0,100,0,0,1216,1150,504,65,80,0,0,0,0,0,0,0,0,0,180,795,170,0,0,0,2006,0,615,212,0,1060,16490,50,0,0,0,3130,0,0,0,0,0,0,0,0,1232,891.902581457777,40500,42540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,83496,58074.18725934,19904,0,1145,20383,3180,58074.18725934,8505,22760,93411.0898407978,90231.0898407978,15038.5149734663,15568.5149734663,9679.03120989001,2,1,1,2,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,42.0893161232557,100,0,0.208847441292187,0.0436172537342935,0,0
21261,536021790,1,41702,1,2,5,0,0,3,1,56,5,1,1,4,0,31446.7637983828,7096.31680875,40714.0726183333,0,4776.65805857143,1824.99996,2607.1428,12579.7719814044,782.14284,13795.9492228562,802.960256823398,0,1308.17333447186,2933.03565,0,400,2540,1200,474,13840,0,0,400,125,2000,0,0,0,400,2023,2325,1200,0,30,500,0,0,0,0,0,0,0,0,0,4500,1500,0,0,0,5490,0,272,291,0,1110,15670,7000,1110,3600,0,990,0,0,0,1200,25000,0,0,0,8354,6845.90992930994,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,270456,120667.987329593,26957,500,6000,22833,11590,120667.987329593,24432,62687,227422.897258903,214632.897258903,42926.5794517807,45484.5794517807,24133.5974659187,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,119.820960831802,0,0,0,0,0,0
21262,118222649,1,41702,1,2,6,3,1,1,1,43,1,1,1,1,2,18390.8383740126,9298.43147321739,16831.877961438,5866.0713,5360.9373825,945.089265,3059.047552,5007.76073514482,2737.49994,10109.9408184561,666.1249854,2134.99930023017,704.759263264706,2764.3134508543,1303.5714,1520,11630,6500,1956,1730,642,0,120,562,0,0,30,0,400,1470,1525,393,1245,60,800,0,0,0,0,0,0,0,0,0,396,450,0,0,0,3393,0,0,96,0,1720,2500,0,78,0,0,0,0,0,0,2160,0,0,0,0,8610,2188.66429763456,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,39456,85181.2632015181,29783,800,846,7709,0,85181.2632015181,28459,17965,135953.927499153,133793.927499153,22298.9879165254,22658.9879165254,14196.877200253,5,3,2,5,3,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,62.3954670959622,0,0,0,0,0,0
21263,617072500,1,41702,1,2,2,0,0,0,2,58,5,4,0,0,0,10571.9976398765,5206.33457666043,11634.374745,0,1482.12224365747,0,888.458566567774,1710.2856768,193.490578419582,1954.04625164602,896.2053375,0,864.339322046229,0,0,450,2310,885,0,0,80,0,0,183,0,0,16,0,0,912,669,335,575,52,600,30,1100,0,0,0,0,0,0,0,0,0,0,0,0,2850,0,200,168,0,760,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,583.878486334955,0,33600,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,456,42056,35401.654938174,6467,1730,0,5258,0,35401.654938174,6204,8493,50682.533424509,50682.533424509,25341.2667122545,25341.2667122545,17700.827469087,6,3,3,6,3,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,71.0519121229819,0,0,0,0,0,0
21265,714575258,1,41702,1,3,6,2,1,2,1,47,1,1,1,1,2,16322.775181204,2379.017805,8952.47856612095,0,3006.21485128,1051.00444125,1137.89293913174,3560.29814656809,4826.19123551709,10825.565124216,784.549433353846,200.580115624833,498.618411288794,0,0,380,10005,6450,800,0,0,0,287,54,0,0,920,0,0,1869,2615,270,0,20,340,0,0,1050,0,0,0,0,0,200,300,30,0,0,0,2688.5,0,442,258,0,300,3030,0,0,0,0,1700,0,520,0,7203,0,0,0,0,5138,5975.26961371003,76122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,320,82442,53545.1862505553,23670,340,1580,6718.5,2220,53545.1862505553,23329,13776.5,106048.955864265,96625.9558642653,16104.3259773776,17674.8259773776,8924.19770842588,2,1,1,2,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,44.940101673589,100,0,0.155261246737049,0.024106054738343,0,0
21266,623973767,1,41702,1,3,5,2,0,3,1,41,5,1,1,4,0,17555.9524364016,8598.55750384615,11666.96403,0,1752.47481221714,2268.214236,3324.10707,4849.7816978185,831.797809877457,12595.5808927636,1824.99996,0,689.432842032,0,0,0,6630,3860,380,0,0,0,0,68,0,0,130,0,0,2056,1226,387,250,52,400,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,3692,0,1002,264,0,500,9970,0,0,0,0,0,0,0,0,0,0,0,0,0,6256,10101.3656351533,123000,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,129369,65957.8632909565,15039,400,1070,15428,0,65957.8632909565,14971,23154,114184.22892611,114184.22892611,22836.845785222,22836.845785222,13191.5726581913,5,3,2,5,3,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,63.7768287574739,0,0,0,0,0,0
21268,207804194,1,41702,1,3,1,0,0,0,2,50,5,2,0,0,0,7562.48325261429,3613.4999208,5974.03019324697,0,1890.17853,977.67855,1662.053535,2957.62422815774,0,4036.52859118182,892.946409,0,1241.30359967888,0,0,0,1315,300,0,0,0,0,0,275,0,0,20,0,0,1407,1835,148,500,22,315,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,1193,0,2140,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,412.405400495174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,548,24548,30808.3268096797,5822,315,0,5033,0,30808.3268096797,5547,7424,44191.7322101749,44191.7322101749,44191.7322101749,44191.7322101749,30808.3268096797,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,123.899438592444,0,0,0,0,0,0
21269,587067120,1,41702,1,3,1,0,0,0,2,65,6,4,0,0,0,7891.74883496667,2411.60709,3910.7142,0,2281.24995,1016.785692,2346.42852,1982.37390803026,0,2089.86196718182,879.910695,0,365.886420552,0,0,0,830,505,12,0,0,0,0,97,0,0,35,0,0,1082,276,172,205,59,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,852,264,0,600,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,471,865.714887621908,0,16744,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,0,548,22592,25176.5672777308,3273,1300,0,6010,0,25176.5672777308,3176,7781,36999.2821653527,36999.2821653527,36999.2821653527,36999.2821653527,25176.5672777308,9,5,4,8,4,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,103.677466945282,0,0,0,0,0,0
21270,988496107,1,41702,1,3,3,0,0,0,1,74,5,4,0,0,0,7741.54422605499,1979.01126132099,9125.45494858586,0,1317.69023199148,469.285704,1231.6043919741,1729.90162561825,1330.87649580393,4633.4231762132,437.9999904,0,412.38540179624,0,718.2678414,0,4605,365,92,2580,845,0,0,137,60,0,50,0,700,601,190,88,180,16,510,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1376.42,0,534.85,264,0,220,5940,0,0,0,0,1050,0,0,0,0,0,0,0,4000,2372,536.257566897801,27500,38600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,66464,31127.445295159,10509,610,0,8335.27,1050,31127.445295159,9467,11317.27,57497.9728620568,52447.9728620568,17482.6576206856,19165.9909540189,10375.8150983863,3,2,1,3,2,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,48.8495167687814,100,0,0.0817760005868167,0.006687314271975,0,0
21272,523862974,1,41702,1,3,3,1,1,0,1,62,3,4,0,0,0,9204.18118644998,4106.24991,8214.672439,0,2447.62682605263,996.421973225839,1433.92854,845.250384554966,1150.86438592647,4219.9745554713,597.470225,0,293.822479564979,0,286.785708,0,9315,3385,391,540,30,0,80,116,0,0,20,0,0,1056,270,231,330,95,2180,890,0,4940,0,0,0,0,0,0,0,0,0,0,0,3959.7,0,942,264,0,250,16350,0,0,0,0,2320,0,0,0,0,0,0,0,2000,2624,8256.19018974943,0,42250,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,364,59614,33797.2486132462,15859,3070,4940,21765.7,2320,33797.2486132462,15633,32399.7,94406.1388029956,90086.1388029956,30028.7129343319,31468.7129343319,11265.7495377487,7,4,3,7,4,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,83.3039091250056,0,0,0,0,0,0
21273,208906708,1,41702,1,3,1,0,0,0,2,63,41,4,0,0,0,7350.70625863543,3943.303485,7299.99984,0,2404.76334015,782.14284,1823.20193048276,2769.15810257143,456.24999,4756.27282594773,1642.499964,0,432.712230775636,0,0,0,525,300,0,0,640,0,0,128,10,0,20,0,0,1216,512,152,65,186,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,0,1125,264,0,600,11070,20,0,0,0,9290,0,225,0,0,0,0,0,0,3745,2308.81565506155,0,17164,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,456,30120,33661.010807563,3754,1820,0,14450,9535,33661.010807563,2976,20015,68495.8264626245,58960.8264626245,58960.8264626245,68495.8264626245,33661.010807563,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,164.624401279855,0,0,0,0,0,0
21274,818724097,1,41702,1,3,4,1,0,1,1,47,41,2,0,0,0,15270.1886905723,1303.5714,10754.46405,1303.5714,2463.749946,1173.21426,2255.178522,3207.2652656418,1108.03569,7704.25801168449,1824.99996,0,597.206350546909,0,0,0,7317,3280,262,48,975,0,0,275,0,0,365,0,0,1867,942,327,0,50,437,0,0,0,5000,0,0,0,0,0,500,480,0,0,0,2544,0,940,249,0,600,3830,0,0,0,0,20618,0,0,0,0,0,0,0,0,4710,999.820364093761,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,114456,48965.7035464455,15708,437,5980,8163,20618,48965.7035464455,14458,19290,104331.523910539,83713.5239105393,20928.3809776348,26082.8809776348,12241.4258866114,4,2,2,6,3,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,58.4609964054964,0,0,0,0,0,0
21276,982227572,1,41702,1,3,6,3,1,1,1,41,5,4,1,5,0,17514.869876947,1075.446405,11468.2629951679,0,3294.41461033333,1347.02378,938.571408,1381.785684,521.42856,8321.69508662338,711.42409155,133.720077083222,568.728809671983,0,521.42856,22,4905,3010,510,0,20,0,0,76,0,0,0,0,103,2111,827,758,1127.5,87,58872,0,0,0,0,0,0,0,0,200,550,0,0,600,0,1552.38,0,498,300,510,1690,2690,0,0,0,0,0,0,0,0,1572,0,0,0,0,2300,3109.98312326983,34200,21360,240,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,342,61142,47798.7999443769,13556.5,58872,750,7840.38,0,47798.7999443769,13460.5,69762.38,135703.663067647,134131.663067647,22355.2771779411,22617.2771779411,7966.46665739614,5,3,2,5,3,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,61.97813798417,0,0,0,0,0,0
21279,395942771,1,41702,1,3,5,3,1,2,1,37,41,1,1,1,2,16387.807620735,8551.77142910526,23203.57092,912.49998,3095.982075,1134.107118,2281.24995,5267.05557252012,521.42856,7048.76607927273,1922.767815,0,1442.890593375,0,0,20,15941,5215,3181,0,1250,0,0,100,0,0,400,0,6600,1591,1510,1248,2880,1277,4348,0,1500,0,0,0,0,0,0,0,0,1130,0,0,0,2730,0,1532,288,0,780,1410,0,0,0,0,0,0,0,0,2445,0,0,0,0,7085,1686.72201301834,148590,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,434,199024,71769.8977130081,41213,5848,1130,6740,0,71769.8977130081,39863,20803,136567.619726026,134122.619726026,26824.5239452053,27313.5239452053,14353.9795426016,6,3,3,6,3,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,74.8086077138201,0,0,0,0,0,0
21281,929932686,1,41702,1,3,3,0,0,2,2,36,1,1,1,4,0,15640.0054399519,5572.767735,13557.14256,0,2476.78566,1499.10711,2216.07138,5271.47175003177,3914.25250804774,4251.87229599664,1176.81031903448,0,771.731649752,0,0,90,9780,3070,320,0,0,0,120,40,0,0,120,0,0,1986,2253,479,1775,717,800,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,2323,0,1907,252,0,1220,1050,0,0,0,0,0,0,0,0,0,0,0,0,1600,5820,850.161838867001,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,126434,56348.0184078145,20750,800,6000,6752,0,56348.0184078145,20590,19372,98760.1802466815,97160.1802466815,32386.7267488938,32920.0600822272,18782.6728026049,8,4,3,8,4,3,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,90.4537853647866,0,0,0,0,0,0
21282,755557956,1,41702,1,3,4,2,1,2,2,28,5,1,1,5,0,16650.6518884236,2737.49994,10224.0453424138,0,3095.982075,1108.03569,2672.32137,4266.84138399529,215.089281,5348.79046718182,1448.41266666667,293.303565,481.956418008,0,0,0,1305,845,197,0,0,0,0,51,0,0,0,0,0,1096,457,148,150,41,700,0,0,0,0,0,0,0,0,50,0,250,0,0,0,2301,0,576,264,0,840,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,407.448079942387,28800,0,0,0,0,0,0,0,0,0,0,0,0,57032,0,3000,0,434,89266,48542.9300876891,4290,700,300,9681,0,48542.9300876891,4239,14111,67300.3781676315,67300.3781676315,16825.0945419079,16825.0945419079,12135.7325219223,2,1,1,2,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,47.2094199864049,100,0,0.112604887473592,0.0126798606829404,0,0
21285,555701225,1,41702,1,2,4,2,2,2,1,33,3,1,1,1,2,50605.5614900433,12796.0939906359,16323.5709513395,0,1247.94824440458,1065.83455346214,2938.74756633956,5565.83465313434,6532.92553924707,8117.36083126037,1008.08803845222,754.932220587206,1527.74138673977,329.058157818325,0,0,10925,4870,4042,1287,0,0,320,145,0,0,710,0,600,1221,1320,340,1245,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353,0,940,680,0,2630,2930,0,0,0,0,3220,0,0,0,6021,0,0,0,14000,8791,1238.4901194493,135500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,135956,108813.697623464,27062,0,0,9533,3220,108813.697623464,26597,18324,178214.187742914,154973.187742914,38743.2969357284,44553.5469357284,27203.4244058661,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,108.641523197797,0,0,0,0,0,0
21287,656675209,1,41702,1,2,1,0,0,1,2,51,2,1,1,1,2,8930.57473211846,4723.22631425691,9702.33907841194,4301.78562,1873.2321018,2131.66910692428,2118.63196643085,5011.642945055,2931.10827285137,5200.33596389374,237.2499948,234.642852,1499.1968246967,2118.303525,0,0,3760,2350,4411,0,4978,0,0,4990,0,3250,570,0,2670,885,2880,185,385,0,971,0,0,0,0,0,0,0,0,0,0,12000,0,8465,0,3381,0,318,0,1799,3910,1220,200,0,7350,0,0,0,0,0,2544,0,0,0,3250,6040,1132.93584762429,35956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,456,50412,51013.9392982393,31314,971,12000,19093,7550,51013.9392982393,18096,38104,121690.875145864,108346.875145864,108346.875145864,121690.875145864,51013.9392982393,10,5,4,10,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,301.520513903888,0,0,0,0,0,0
21288,160399828,1,41702,1,2,5,3,2,2,1,37,5,4,0,0,0,30401.3338224287,10357.8073055173,21639.28524,2242.142808,3883.02773753876,3258.9285,5057.37953277041,9912.26601315492,9482.09352920891,11536.9387908194,1244.54197640039,3145.55091911336,2775.88832319342,329.058157818325,0,0,11680,2580,3566,2175,1596,0,9350,0,2600,2000,770,0,300,1792,2800,350,650,16,180,0,0,0,0,0,0,3400,0,0,0,765,0,0,0,2787,0,520,576,0,550,12930,0,0,0,0,0,0,0,0,0,25000,0,0,14900,13166,4868.86342798056,166500,20345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,187301,115266.242655964,42225,180,4165,17363,0,115266.242655964,26679,59874,221588.106083944,206688.106083944,41337.6212167889,44317.6212167889,23053.2485311928,9,5,4,9,5,4,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,115.368544866547,0,0,0,0,0,0
21289,694869459,1,41702,1,2,5,2,1,2,1,44,41,1,1,5,0,14243.7786425263,5561.90464,11732.1426,0,2150.89281,0,2770.089225,8067.72919245262,6579.06116506967,5229.16810990759,1048.42240083956,554.82011046035,1247.26308185616,0,188.707072554259,0,2530,5700,500,6130,0,0,0,773,0,0,400,0,0,2273,1850,680,80,162,0,0,2430,4130,0,0,0,0,0,0,0,150,0,0,0,3170,0,0,252,0,0,4400,0,0,0,0,0,0,0,17842.5,0,0,0,0,0,6216,4910.33271862588,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,84456,59373.9790506665,21078,2430,4280,7822,0,77216.4790506665,20305,20748,123179.811769292,123179.811769292,24635.9623538585,24635.9623538585,15443.2958101333,6,3,3,5,3,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,68.9124769094803,0,0,0,0,0,0
21290,155074376,1,41702,1,2,2,0,0,1,1,60,5,1,1,5,0,9903.35371528877,1173.21426,5910.22452483871,0,1855.18655138582,0,2050.28899977179,1890.17853,3157.94935923344,1967.07905486443,743.035698,0,590.7351061,0,0,0,735,405,0,0,0,0,0,263,0,0,0,0,0,605,407,130,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,168,0,800,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.149055271374,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,0,456,35656,29241.245799483,2601,0,0,6918,0,29241.245799483,2338,6918,38964.3948547543,38964.3948547543,19482.1974273772,19482.1974273772,14620.6228997415,4,2,2,3,2,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,54.7171051606087,0,0,0,0,0,0
21291,235443865,1,41702,1,3,3,0,0,1,2,74,8,4,0,0,0,10647.4180209322,1499.10711,5284.8957175,0,2199.7767375,1065.6696195,877.403826923077,4675.93594998331,2152.43489475491,7645.42602024306,437.9999904,0,161.308017713143,0,0,110,2880,1150,0,0,0,0,12,111,0,0,20,0,150,1147,515,189,145,57,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354.29,0,637.3,0,0,950,2940,0,0,0,0,0,0,0,0,2478,0,0,0,0,2183,444.135155862975,51000,16890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,68232,36647.3759054497,6486,1325,0,5881.59,0,36647.3759054497,6363,9389.59,55322.1010613127,52844.1010613127,17614.7003537709,18440.7003537709,12215.7919684832,3,2,1,3,2,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,49.3800678281649,100,0,0.0718032363126895,0.0051557047449759,0,0
21292,599340742,1,41702,1,3,3,1,1,1,1,35,5,0,0,0,0,13211.757676439,796.626966666667,6544.72609769397,0,3038.95082625,716.96427,1958.91229472727,3345.28851680603,3568.1291502003,4757.60885987392,419.517752415078,589.970067083222,293.223339179815,977.67855,0,0,5000,1795,310,0,0,0,2160,0,0,0,0,0,0,441,320,86,195,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631,0,150,398,0,750,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,4448,2637.5310585222,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,342,56842,40219.3543673353,10377,0,0,7199,0,40219.3543673353,8217,11647,62720.8854258575,62720.8854258575,20906.9618086192,20906.9618086192,13406.4514557784,4,2,2,4,2,2,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,58.5091872880745,0,0,0,0,0,0
21294,853834687,1,41702,1,2,6,3,1,1,1,39,41,1,1,4,0,20379.7644774058,0,5495.62837752386,0,4643.9731125,0,3434.85826733479,6338.48813138235,5364.01852069677,7867.97790832483,1520.8333,0,599.023647585,0,0,90,1645,1220,490,0,0,0,0,300,0,0,265,0,0,3313,1565,225,480,60,115,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,1104.56,0,0,0,0,620,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,693,5369.00500100596,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,47364,55644.5657427534,9653,1915,0,5024.56,0,55644.5657427534,9353,7632.56,77999.1307437594,77999.1307437594,12999.8551239599,12999.8551239599,9274.0942904589,1,1,1,1,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,36.4667998131579,100,0,0.314533838098537,0.0989315353089964,0,0
21295,550290310,1,41702,1,2,6,2,2,1,1,47,3,1,1,5,0,17908.9733348966,1694.64282,0,0,4370.2231185,0,3258.9285,4893.17428355861,1788.00617356559,6672.92086983895,1828.2588885,0,665.06040209,0,456.24999,0,1810,450,455,0,0,0,0,20,0,0,380,0,0,4382,1950,444,140,140,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,1858.93,0,0,0,0,1300,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,256.855109478822,53500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,53864,43536.4383809497,10171,0,1170,7658.93,0,43536.4383809497,10151,9968.93,63913.2234904285,63913.2234904285,10652.2039150714,10652.2039150714,7256.07306349162,1,1,1,1,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,29.8497556597275,100,100,0.438914367298354,0.192645821820915,0.0798472361366353,0.0063755811186596
21296,310883236,1,41702,1,2,4,1,0,0,2,58,41,0,0,0,0,7410.803409,450.691636310789,3144.70140157222,0,1364.31354002877,0,586.60713,1231.874973,0,2161.86258986827,547.499988,0,325.481604260714,0,0,0,365,0,100,0,0,0,0,90,0,0,0,0,0,831,656,223,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.41,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,136,6928,17223.8362720408,2303,0,0,2051.41,0,17223.8362720408,2213,2351.41,21788.2462720408,21788.2462720408,5447.06156801019,5447.06156801019,4305.95906801019,1,1,1,1,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,15.3184631984114,100,100,0.712058962435876,0.507027965985256,0.527790900172275,0.27856323430466
21297,273225564,1,41702,1,2,2,0,0,0,2,42,41,0,0,0,0,3647.94164936842,1303.5714,1042.85712,0,922.9285512,0,1075.446405,2690.69958973771,223.500771695699,1775.2542552358,407.3660625,0,130.03124715,0,0,0,740,1150,50,0,0,0,0,0,0,0,0,0,0,578,649,39,0,10,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,487.73,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,6500,0,136,7392,13219.5970518876,3216,0,800,1987.73,0,13219.5970518876,3216,3155.73,19591.3270518876,19591.3270518876,9795.66352594382,9795.66352594382,6609.79852594381,1,1,1,1,1,1,1,53.2,32.44,0.968068801775221,1,1.00048289045843,0.96760155621616,27.4437837135537,100,100,0.48413940388057,0.234390962389833,0.154014065550132,0.0237203323872805
21298,181566453,2,41702,2,2,2,0,0,2,1,67,6,4,1,2,1,9258.19079086956,0,6648.21414,0,1356.27693706957,0,1955.3571,771.618293383433,0,2599.63338090124,782.14284,0,127.419151416577,651.7857,0,1400,1345,600,10,0,30,0,0,0,0,0,0,0,1202,433,0,70,280,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,360,0,0,340,0,0,735,1750,0,0,0,0,0,0,0,0,0,0,0,106.55757571601,0,39480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,39844,24150.6383336404,5370,10,0,1662,1750,24150.6383336404,5340,1672,33019.1959093564,31269.1959093564,15634.5979546782,16509.5979546782,12075.3191668202,2,1,1,2,1,1,1,53.2,32.44,0.925932611887987,1,1.00048289045843,0.925485703672269,45.4981556567141,100,0,0.144771510212141,0.020958790169104,0,0
21299,963156911,2,41702,2,2,2,1,0,1,2,42,5,1,1,2,1,11368.77207225,2737.49994,5966.66090805455,0,1329.642828,208.571424,1564.28568,462.97097603006,0,2850.1422818268,2972.142792,0,103.954866216578,0,0,0,3706,1360,0,0,409,0,0,0,0,0,0,0,265,590,255,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,0,360,0,0,890,0,210,1250,2450,0,0,0,0,0,0,0,0,0,0,0,217.410248703231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,456,1956,29564.643768378,6755,0,0,2356,2660,29564.643768378,6346,2356,41144.0540170812,38484.0540170812,19242.0270085406,20572.0270085406,14782.321884189,4,2,2,4,2,2,1,53.2,32.44,0.925932611887987,1,1.00048289045843,0.925485703672269,55.9786485643273,0,0,0,0,0,0
21300,508567901,2,41702,2,2,6,3,1,3,1,46,5,1,1,1,2,24393.2970844,5279.46417,10972.8122595,0,2463.749946,0,3715.17849,1234.58926941349,1108.03569,7490.37350373046,1381.785684,0,210.63541205,391.07142,651.7857,0,6570,4260,337,0,120,0,0,0,0,0,0,0,4130,607,355,100,100,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,360,0,0,2270,0,1000,735,4430,0,0,0,600,0,5325,0,0,0,0,0,2524.53582392838,216000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,216364,59292.7786290939,16579,54,0,4304,6030,59292.7786290939,16459,4358,93989.3144530223,82634.3144530223,13772.3857421704,15664.8857421704,9882.12977151566,1,1,1,2,1,1,1,53.2,32.44,0.925932611887987,1,1.00048289045843,0.925485703672269,39.91241853823,100,0,0.249766568830264,0.0623833389052428,0,0
